STARTUP_NAME,STARTUP_CONTACT,STARTUP_EMAIL,STARTUP_WEBSITE,STARTUP_ADDRESS,STARTUP_SEGMENT,STARTUP_METODOLOGY,STARTUP_DESCRIPTION,STARTUP_TAGS
Corptech-Corporate Tecnologies Ltda.,(81)98153-4793,alex@corptech.com.br,www.corptech.com.br,"Rua Domingos José Martins, 75 - Sala 207 - 2º andar Recife/PE. CEP: 50070-160.",WholesaleTech,ERP,"A CorpTech é uma empresa focada em fornecer soluções de gestão para o seu negócio, pensando nisso desenvolvemos a plataforma Trivia de Gestão.
A Plataforma Trivia possui soluções de ERP, WMS, Automação de Força de Vendas e Gestão de Acesso para Redes de varejo.

O ERP Trivia atua nos segmentos de Atacado e Distribuição de Alimentos e Bebidas, Lojas de Material de Construção e Indústrias de Aromas e Corantes.

Temos 8 módulos integrados que formam o ERP TRIVIA: Compras, Logística, Estoque, Comercial, Financeiro, Fiscal e Administrativo, Frente de loja e Produção.

Tudo isso alinhado ao nosso modelo de negócios, que nos conecta a gestores interessados em conduzir com mais assertividade o seu negócio.","erp; ,AUTOMAÇÃO COMERCIAL; ,atacado; ,gestão; ,WMS; ,SFA; ,SISTEMAS DE GESTÃO; "
CONSUMIX,(81)98626-0313,izabela@mundoconsumix.com,www.mundoconsumix.com,"Rua do Brum, 455 - Recife/PE. CEP: 50.030-260.",Diversos Mercados,Brand/Mkt/Mkt Digi,"Na Consumix, criamos, posicionamos e reposicionamos marcas estrategicamente, a partir do que os consumidores pensam, gostam e sentem, identificando oportunidades. Atuamos com pesquisas de mercado e tendências de consumo, Branding, Marketing, Design, Comunicação e CX, com atuação específica através da nossa nova vertical Consumix Xperience.

A Consumix é uma empresa embarcada no Porto Digital, um dos mais importantes ecossistemas de inovação do Brasil. Associada Softex, Assespro PE, Assespro PB e ABRADi. Conveniada Sebraetec para Branding, Inovação e Design Service com o Sebrae PE.

Com a Consumix, a sua marca:
Posiciona-se estrategicamente
Descobre como se diferenciar
Potencializa seu DNA de marca
Constrói uma reputação positiva
Amplia seu valor com seus públicos
Integra pessoas, processos, tecnologia
Implanta a cultura CX na sua empresa
","Transformação Figital; ,marketing; ,experiência do cliente; ,branding; ,pesquisa; "
CONSULTEC - CONSULTORIA EM SISTEMAS E TECNOLOGIAS,(81)99939-3310,portelajunior1@gmail.com,www.fortestecnologia.com.br,"AVENIDA AGAMENON MAGALHÃES, , 444 - SALA 1006CARUARU/AC. CEP: 55010-290.",Diversos Mercados,Gestão ,"Somos franqueados da Fortes Tecnologia empresa desenvolvedora especializada em softwares de Gestão de Pessoas, Contabil e Financeiro, atualmente atuamos na comercialização de softwares e prestamos serviços de atendimento de suporte ao cliente.","consultoria; ,vendas; ,negócios; ,produtividade; ,sistema de gestão; ,erp; ,nota fiscal; ,saas; ,nuvem; ,gestão; ,GestãoÁgil; ,Desenvolvimento e Gestão de `Pessoas; ,AUTOMAÇÃO; ,SPED; ,Gestão de Ativos; ,Produtos financeiros; ,suporte; ,Cloud Security; ,RH; ,RECURSOS HUMANOS; ,FOLHA DE PAGAMENTO; ,APP; "
Consenso Tecnologia,(81)99877-0087,comercial@consensotec.com.br,https://www.consensotec.com.br/,"Estrada de Belém, 342 - Recife/pe. CEP: 52030-280.",AgriTech,Alocação Profissionais,"A Consenso Tecnologia foi criada em 2013 a partir da união de parte dos desenvolvedores do GSAN, software livre com a maior cobertura de funcionalidades para gestão em saneamento do Brasil. Com diretores com mais de 30 anos de experiência no setor de água e saneamento, a empresa oferece soluções digitais inovadoras no segmento de utilities, atendendo a clientes em 9 estados espalhados por 3 regiões do Brasil.","sistema de gestão; ,B.I.; ,DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,ANÁLISE DE DADOS; ,e-commerce; ,consultoria; ,negócios; ,vendas; ,governança; ,compliance; ,proteção; ,lgpd; ,erp; ,saas; ,link; ,gestão; ,Python; ,GestãoÁgil; ,Gestão de Projetos; "
CONECTAMAIS,(81)99215-9903,onsempre@gmail.com,http://conectamais.net.br/,"RUA COMPOSITOR LUIS ALMEIDA DE MACEDO, 82 - caruaru/PE. CEP: 55024-380.",Diversos Mercados,Conectividade,.,"internet; ,telecom; ,conectividade; ,telecomunicações; ,wifi; ,provedor de internet; ,operadora de internet; ,fibra óptica; ,banda larga; ,AUTOMAÇÃO; ,TI; ,games; ,jogos; ,Cloud; ,WEB; ,Infraestrutura; ,Cabeamento estruturado; ,Servidores linux e windows; ,Help desk; ,suporte; ,monitoramento de ativos de rede; ,tecnologia; ,gestão de ti; ,Suporte Técnico; ,Cloud Computing; ,Consultoria em TI; ,Soluções em Tecnologia; "
Condohub,(81)98919-6969,guilherme@shiboleth.com.br,www.condohub.digital,"Travesa Tuyuty, 49 - SL1Recife/PE. CEP: 52051-380.",AgriTech,Alocação Profissionais,Somos administradora de ativos imobiliários focados em trazer soluções e inovação para gestão de condomonios,
CONCEITO (Sankhya),(81)99191-9740,roberto.vilar@sankhya.com.br,www.sankhya.com.br,"Rua do Chacon, 274 - Sl 106 a 109Recife/PE. CEP: 52061-400.",AgriTech,Alocação Profissionais,"A Sankhya Gestão possui uma plataforma de Inteligência Empresarial (ERP); Faz 34 anos que atua no cenário nacional e hoje se destaca entre as maiores empresas do segmento no Brasil atuando com Atacadistas e Distribuidores, Indústrias, Serviços, Varejo e Agro.

O Grupo Sankhya possui além da Sankhya Gestão as empresas: Neppo (Ominichannel), PontoTel (Gestão de Ponto) e Ploomes (CRM).","sistema de gestão; ,erp; ,saas; ,gestão; ,Desenvolvimento e Gestão de `Pessoas; ,varejo; ,atacado; ,planejamento estrategico; ,business inteligence; ,dashboards; ,mobile; "
COGNVOX DESENVOLVIMENTO COGNITIVO,(81)99977-2762,moreira@cognvox.com.br,www.cognvox.com.br,"Rua do Sossego, 706 - Recife/PE. CEP: 50100150.",EdTech,SaaS ,"A Plataforma Tecnológica do Cognvox analisa, através da videografia e da análise interacional, aspectos do desenvolvimento cognitivo tais como: raciocínio cotidiano, tomada de decisões, linguagem, abstração do pensamento, generalização, processos inferenciais, dentre outros, com vistas a propor práticas pedagógicas que auxiliem os alunos na melhoria de suas capacidades cognitvas.",escolar; 
FiltrArte,81999761613,contatofiltrarte@gmail.com,www.filtrart.com,"RUA QUITERIA LUIZA DA SILVA VILA NOVA, Sn - Andar 10 sala 2Caruaru/PE. CEP: 55016-735.",CommunityTech,Brand/Mkt/Mkt Digi,"A FiltrArte é uma empresa especializada em Realidade Aumentada através dos Filtros das redes sociais, como Instagram, Facebook e TikTok. 

Nosso objetivo é elevar o padrão de experiência da sua marca e envolver sua comunidade por meio dessa ferramenta, implementando nossa metodologia exclusiva chamada DNAR.

Esta metodologia se baseia em 4 pilares que garantem uma experiência memorável e multifuncional, estrategicamente alinhada à essência da sua marca.","METAVERSO; ,venda online; ,loja virtual; ,lojas virtuais; ,e-commerce; ,marketplaces; ,compra online; ,consultoria; ,vendas; ,negócios; ,produtividade; ,Design; ,marketing; ,customer experiente; ,experiência do cliente; ,B2B; ,vendas online; ,planejamento estrategico; ,branding; ,ux design; ,protagonismo feminino; ,eventos; ,tecnologia; ,PUBLICIDADE; ,Realidade Aumentada; ,Instagram; ,Redes sociais; "
FBR DIGITAL,(81)99128-0841,comercial@fbrdigital.com.br,www.fbrdigital.com.br,"Rua Maria de Loudes Case Porto, 51 - Sala 1704, Empresarial TimesCaruaru/PE. CEP: 55012-075.",SecurTech,Conectividade,"A FBR Digital é uma Operadora de Internet 100% Digital. Nosso principal produto é o CONEXÃO INTELIGENTE, com ele conseguimos entregar uma conectividade em todo Brasil que esteja mais alinhada com a estratégia de negócio do nosso cliente, diminuindo assim custos com telecom e melhorando a disponibilidade do serviço. Fazemos isso através de um banco de dados com mais de 18 mil provedores de internet e diariamente monitoramos e gerenciamos todos os parceiros necessários para compor a solução de conexão. Nosso método de trabalho consiste em Entender, Localizar, Qualificar e Gerir. Para cada unidade do nosso cliente nós entendemos qual o tipo e a quantidade de links necessários para a maior disponibilidade, localizamos e qualificamos os parceiros disponíveis com os mais diversos tipos de tecnologia (fibra óptica, rádio, cabo, adsl, satélite e GSM), por fim nos fazemos toda a gestão do serviço e assumimos o risco da contratação dos fornecedores que inclui toda a parte de Entrega, Monitoramento, Suporte, Faturamento e Garantia, ou seja, caso o serviço não funcione dentro do esperado os custos de substituição e resolução são da FBR Digital. Estamos presentes em todo o Brasil atendendo as maiores empresas nacionais e internacionais para os mais diversos cenários.","link; ,internet; ,conectividade; ,telecom; ,telecomunicações; ,wifi; ,gestão; ,provedor de internet; ,operadora de internet; ,fibra óptica; ,banda larga; "
FAZ AGILIZAR,(81)99663-3067,welittonsilva@fazagilizar.com.br,https://www.fazagilizar.com.br/,"RUA CONEGO JULIO CABRAL, 20 - CARUARU/PE. CEP: 55012-590.",E-Comm/M-Comm,SaaS ,"Startup focada em catálogo digital, criada em 2020 para atender as demandas de vendas de confecções via rede social, organizando pedidos, estoque e toda a gestão da empresa de maneira pratica e intuitiva.","lojas virtuais; ,e-commerce; ,loja virtual; ,venda online; ,saas; ,moda; ,compra online; ,Software confecções vestuario; ,confecção; ,confecções; ,Software confecções vestuario; ; "
Faturepag,(81)3132-8033,contato@faturepag.com.br,www.faturepag.com.br,"RUA DO ESPINHEIRO, 160 - ANEXO 01RECIFE/PE. CEP: 52020-213.",FinTech,Transformação Digital,"Somos uma fintech de meio de pagamentos, com forte atuação no Nordeste, com mais de 100 mil clientes e projetando mais de R$ 3 bilhões de reais em transações processadas ainda em 2023.","negócios; ,loja virtual; ,venda online; ,marketplaces; ,e-commerce; ,fintech; ,pagamento recorrente; ,internet; ,conectividade; ,meio de pagamentos ; ,maquininhas; "
Faturepag,(81)3132-8033,contato@faturepag.com.br,www.faturepag.com.br,"RUA DO ESPINHEIRO, 160 - ANEXO 01RECIFE/PE. CEP: 52020-213.",FinTech,Transformação Digital,"Somos uma fintech de meio de pagamentos, com forte atuação no Nordeste, com mais de 100 mil clientes e projetando mais de R$ 3 bilhões de reais em transações processadas ainda em 2023.","e-commerce; ,marketplaces; ,compra online; ,venda online; ,loja virtual; ,negócios; ,vendas; ,meio de pagamentos ; "
FAST APLICATIVOS,(81)98822-0906,contato@fastsolucoes.com.br,www.fastsolucoes.com.br,"Av. Academico Helio Ramos, 60 - 60Recife/PE. CEP: 50740-467.",Diversos Mercados,Transformação Digital,"Transformamos desafios e ideias em soluções digitais que empoderem pessoas e negócios.

Nos orgulhamos de ter trabalhado em mais de 100 projetos com a mesma paixão e sempre buscando resultados excelentes, surpreendendo nossos clientes.

Desenvolvemos sistemas, aplicativos, sistemas embarcados e plataformas utilizadas por grandes empresas nacionais e internacionais de diversos setores, como: saúde, educação, energia, ground handling (setor aéreo), advocacia, finanças, engenharia e mineração. Utilizamos a automação de fluxos de trabalho e inteligência artificial como forma de aumentar produtividade, reduzir custos e melhorar a comunicação nas organizações.

Aliamos o uso de tecnologias consolidadas ao conhecimento de ponta, obtido a partir do contato constante com universidades e laboratórios de pesquisa. Essa combinação aumenta a produtividade nos projetos, cria produtos de alto valor agregado e de qualidade superior.","I.A.; ,DESENVOLVIMENTO WEB; ,DESENVOLVIMENTO MOBILE; ,SCRUM; ,AGILE; ,consultoria; ,negócios; ,produtividade; ,lean management; ,MySQL; ,sistema de gestão; ,erp; ,saas; ,nuvem; ,gestão; ,Python; ,GestãoÁgil; ,Design Thinking; ,Gestão de Projetos; ,Inovação Aberta; ,P&D; ,TRANSFORMAÇÃO DIGITAL; ,C#; ,.NET; ,Java; ,Agile Teams; ,Remote Squad; ,CTO as a Service; ,IT Outsourcing; "
Facilit Software,(81)3224-3010,joao@facilit.com.brmanoel,facilit.com.br,"Rua Domingos José Martins, 75 - sala 502Recife/PE. CEP: 50030-010.",GovTech,Gestão de Projetos,"A Facilit Tecnologia é uma empresa de TIC que desenvolve soluções de software para as áreas de Governança e Monitoramento do Planejamento Estratégico. Localizada no Porto Digital em Recife/PE, um dos principais parques tecnológicos e ambientes de inovação do Brasil, a Facilit Tecnologia se destaca na criação de soluções tecnológicas inovadoras para grandes e médias organizações.
Com mais de 20 anos de atuação, a Facilit Tecnologia trabalha na melhoria continua das soluções pautadas em tecnologias inovadoras e na constante interação com nossos clientes.

O Target é uma plataforma digital que facilita a execução e o controle das ações e resultados de seu planejamento estratégico. As informações são lançadas no sistema, que cria e acompanha automaticamente indicadores de desempenho em todas as áreas.
Criada para potencializar a atuação da alta gestão, a Plataforma Target permite visualizar as ações e os resultados de forma simples e rápida, proporcionando reuniões mais ágeis e encaminhamentos automáticos das decisões para todos os envolvidos.","governança; ,Gestão de Projetos; ,GestãoÁgil; ,lgpd; ,produtividade; ,planejamento estrategico; ,gestão publica; ,indicadores; ,monitoramento; ,business inteligence; ,dashboards; "
FACILITAT,(81)99439-4419,fabio.serrano@facilitat.com.br,www.facilitat.com.br,"Avenida Republica do LÍBANO,251, 251 - Recife/PE. CEP: 51110-160.",ConstruTech,SaaS ,"FACILITAT

Segmento: Construção Civil e Imobiliário
Regional: Recife
Estágio: Operacional

Somos a primeira ferramenta para gestão ATIVA e DIGITAL de manutenções preventivas e garantias prediais.


CNPJ: 32.160.505/0001-00
Estado: PE
Cidade: Recife

 FABIO SERRANO - CEO
 fabio.serrano@facilitat.com.br
 (81) 994394419

 https://facilitat.com.br/
 https://www.linkedin.com/company/facilitat/
 https://www.instagram.com/facilitatco/
 https://www.facebook.com/facilitatco
 https://youtu.be/j3pe0-RqXHg

Produtos e serviços oferecidos
Oferecemos a Plataforma Facilitat para: Entrega dos manuais digitais do síndico e do proprietário; Gestão das manutenções, garantias prediais; Gestão dos chamados de assistência técnica; Além de também termos o serviço de Elaboração de Manuais de Uso, Operação e Manutenção.

Problemas que resolve
Resolvemos o problema de passagem de informações e de comunicação das construtoras com os condomínios e condôminos ao final da obra, e consequentemente o redução do alto custo com pós-obra de todos os atores envolvidos.

","eficiência; ,proteção; ,real time; ,Gestão de Projetos; ,AUTOMAÇÃO; ,Gestão de Ativos; ,TRANSFORMAÇÃO DIGITAL; ,Construtech; ,Manutenção Predial; ,Pós-Obra; ,Proptechs; ,Manual Digital; ,Manual do Proprietário; ,Segurança Jurídica ; "
